,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.graphics.RenderNode: boolean getUseCompositingLayer()>,,,"Gets whether or not a compositing layer is forced to be used. The default & recommended
 is false as it is typically faster to avoid using compositing layers.
 See setUseCompositingLayer(boolean android.graphics.Paint) .",boolean true if a compositing layer is forced false otherwise |||,,29.0
<android.widget.ToggleButton: float getDisabledAlpha()>,,,Returns the alpha value of the button when it is disabled,"float the alpha value 0.0-1.0
 
 Value is between 0.0 and 1.0 inclusive |||",,29.0
<android.telecom.VideoProfile.CameraCapabilities: boolean isZoomSupported()>,,,Returns true is zoom is supported false otherwise.,boolean |||,,29.0
<android.media.session.MediaSessionManager: void addOnSession2TokensChangedListener(MediaSessionManager.OnSession2TokensChangedListener)>,,,"This API is not generally intended for third party application developers.
 Use the AndroidX Media2 session
 Library for consistent behavior across all devices. Adds a listener to be notified when the getSession2Tokens() changes.",void,"listener MediaSessionManager.OnSession2TokensChangedListener : The listener to add
This value must never be null . |||",29.0
<android.view.textclassifier.ConversationActions.Message: Person getAuthor()>,,,Returns the person that composed the message.,Person This value will never be null . |||,,29.0
"<android.net.http.X509TrustManagerExtensions: boolean isSameTrustConfiguration(String,String)>",,,"Returns true if the TrustManager uses the same trust configuration for the provided
 hostnames.",boolean |||,"hostname1 String |||
hostname2 String |||",28.0
<android.service.wallpaper.WallpaperService.Engine: Context getDisplayContext()>,,,"The Context with resources that match the current display the wallpaper is on.
 For multiple display environment multiple engines can be created to render on each
 display but these displays may have different densities. Use this context to get the
 corresponding resources for currently display avoiding the context of the service. The display context will never be null after Engine#onCreate(SurfaceHolder) has been called.",Context A Context for current display. |||,,29.0
"<android.app.RemoteInput: void setResultsSource(Intent,int)>",,,"Set the source of the RemoteInput results. This method should only be called by remote
 input collection services (e.g. NotificationListenerService )
 when sending results to a pending intent.",void,"intent Intent : The intent to add remote input source to. The ClipData field of the intent will be modified to contain the source. |||
source int : The source of the results.
Value is SOURCE_FREE_FORM_INPUT or SOURCE_CHOICE |||",28.0
<android.net.InetAddresses: boolean isNumericAddress(String)>,,,"Checks to see if the address is a numeric address (such as ""192.0.2.1"" or ""2001:db8::1:2"" ). A numeric address is either an IPv4 address containing exactly 4 decimal numbers or an
 IPv6 numeric address. IPv4 addresses that consist of either hexadecimal or octal digits or
 do not have exactly 4 numbers are not treated as numeric. This method will never do a DNS lookup.",boolean true if the supplied address is numeric false otherwise. |||,"address String : the address to parse.
This value must never be null . |||",29.0
<android.view.textclassifier.ConversationAction.Builder: ConversationAction.Builder setConfidenceScore(float)>,,,Sets the confident score.,ConversationAction.Builder This value will never be null . |||,score float : Value is between 0 and 1 inclusive |||,29.0
<android.view.textclassifier.TextSelection: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,28.0
<android.service.notification.ZenPolicy: int getVisualEffectBadge()>,,,"Whether this policy allows NotificationChannel#canShowBadge() from
 notifications intercepted by DND on devices that support badging.",int Value is STATE_UNSET  STATE_ALLOW or STATE_DISALLOW |||,,29.0
"<android.app.admin.DevicePolicyManager: int stopUser(ComponentName,UserHandle)>",,,Called by a device owner to stop the specified secondary user.,int one of the following result codes: UserManager#USER_OPERATION_ERROR_UNKNOWN  UserManager#USER_OPERATION_SUCCESS  UserManager#USER_OPERATION_ERROR_MANAGED_PROFILE  UserManager#USER_OPERATION_ERROR_CURRENT_USER Value is UserManager.USER_OPERATION_SUCCESS  UserManager.USER_OPERATION_ERROR_UNKNOWN  UserManager.USER_OPERATION_ERROR_MANAGED_PROFILE  UserManager.USER_OPERATION_ERROR_MAX_RUNNING_USERS  UserManager.USER_OPERATION_ERROR_CURRENT_USER  UserManager.USER_OPERATION_ERROR_LOW_STORAGE or UserManager.USER_OPERATION_ERROR_MAX_USERS |||,"admin ComponentName : Which DeviceAdminReceiver this request is associated with.
This value must never be null . |||
userHandle UserHandle : the user to be stopped.
This value must never be null . |||",28.0
<android.service.voice.VoiceInteractionSession: void onDirectActionsInvalidated(VoiceInteractionSession.ActivityId)>,,,Called when the direct actions are invalidated.,void,activityId VoiceInteractionSession.ActivityId : This value must never be null . |||,29.0
<android.app.Activity: void onTopResumedActivityChanged(boolean)>,,,"Called when activity gets or loses the top resumed position in the system. Starting with Build.VERSION_CODES.Q multiple activities can be resumed
 at the same time in multi-window and multi-display modes. This callback should be used
 instead of onResume() as an indication that the activity can try to open
 exclusive-access devices like camera. It will always be delivered after the activity was resumed and before it is paused. In
 some cases it might be skipped and activity can go straight from onResume() to onPause() without receiving the top resumed state.",void,"isTopResumedActivity boolean : true if it's the topmost resumed activity in the system false otherwise. A call with this as true will
always be followed by another one with false . |||",29.0
<android.telephony.ServiceState: int getDuplexMode()>,,,Get the current duplex mode,"int Current DuplexMode for the phone
 
 Value is DUPLEX_MODE_UNKNOWN  DUPLEX_MODE_FDD or DUPLEX_MODE_TDD |||",,28.0
<android.telephony.MbmsStreamingSession: void requestUpdateStreamingServices(List)>,,,"An inspection API to retrieve the list of streaming media currently be advertised.
 The results are returned asynchronously via MbmsStreamingSessionCallback#onStreamingServicesUpdated(List) on the callback
 provided upon creation.

 Multiple calls replace the list of service classes of interest.

 May throw an IllegalArgumentException or an IllegalStateException .",void,"serviceClassList List : A list of streaming service classes that the app would like updates
on. The exact names of these classes should be negotiated with the
wireless carrier separately. |||",28.0
