,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.app.NotificationManager: boolean areNotificationsPaused()>,,,"Returns whether notifications from this package are temporarily hidden. This
 could be done because the package was marked as distracting to the user via PackageManager#setDistractingPackageRestrictions(String[] int) or because the
 package is PackageManager#setPackagesSuspended(String[] boolean PersistableBundle
 PersistableBundle SuspendDialogInfo) suspended .",boolean |||,,29
<android.app.NotificationManager: boolean shouldHideSilentStatusBarIcons()>,,,"Returns whether the user wants silent notifications (see IMPORTANCE_LOW to appear
 in the status bar. Only available for notification
 listeners .",boolean |||,,29
<android.app.NotificationManager: NotificationChannelGroup getNotificationChannelGroup(String)>,,,"Returns the notification channel group settings for a given channel group id.

 The channel group must belong to your package or null will be returned.",NotificationChannelGroup |||,channelGroupId String |||,28
<android.app.NotificationManager: String getNotificationDelegate()>,,,"Returns the delegate that can post notifications on
 your behalf if there currently is one.",String This value may be null . |||,,29
<android.app.NotificationManager: void setNotificationDelegate(String)>,,,"Allows a package to post notifications on your behalf using notifyAsPackage(java.lang.String java.lang.String int android.app.Notification) .

 This can be used to allow persistent processes to post notifications based on messages
 received on your behalf from the cloud without your process having to wake up.

 You can check if you have an allowed delegate with getNotificationDelegate() and
 revoke your delegate by passing null to this method.",void,"delegate String : Package name of the app which can send notifications on your behalf.
This value may be null . |||",29
<android.app.Person.Builder: Person.Builder setBot(boolean)>,,,Sets whether this person is a machine rather than a human.,Person.Builder This value will never be null . |||,isBot boolean : true if this person is a machine false otherwise. |||,28
<android.app.Person.Builder: Person.Builder setImportant(boolean)>,,,"Sets whether this is an important person. Use this method to denote users who frequently
 interact with the user of this device when setUri(java.lang.String) isn't provided with ContactsContract.Contacts.CONTENT_LOOKUP_URI and instead with
 the mailto: or tel: schemas.",Person.Builder This value will never be null . |||,isImportant boolean : true if this is an important person false otherwise. |||,28
<android.app.Person: String getUri()>,,,,String the uri provided for this person or null if no Uri was provided. |||,,28
<android.app.RemoteAction: boolean shouldShowIcon()>,,,Return whether the icon should be shown.,boolean |||,,28
<android.app.RemoteInput: int getEditChoicesBeforeSending()>,,,"Gets whether tapping on a choice should let the user edit the input before it is sent to the
 app.",int Value is EDIT_CHOICES_BEFORE_SENDING_AUTO  EDIT_CHOICES_BEFORE_SENDING_DISABLED or EDIT_CHOICES_BEFORE_SENDING_ENABLED |||,,29
<android.app.RemoteInput: int getResultsSource(Intent)>,,,Get the source of the RemoteInput results.,"int The source of the results. If no source was set SOURCE_FREE_FORM_INPUT will
 be returned.
 
 Value is SOURCE_FREE_FORM_INPUT or SOURCE_CHOICE |||","intent Intent : The intent object that fired in response to an action or content intent
which also had one or more remote input requested. |||",28
<android.app.role.RoleManager: boolean isRoleAvailable(String)>,,,Check whether a role is available in the system.,boolean whether the role is available in the system |||,"roleName String : the name of role to checking for
This value must never be null . |||",29
<android.app.role.RoleManager: Intent createRequestRoleIntent(String)>,,,"Returns an Intent suitable for passing to Activity.startActivityForResult(Intent int) which prompts the user to
 grant a role to this application. If the role is granted the resultCode will be Activity.RESULT_OK otherwise it will be Activity.RESULT_CANCELED .","Intent the Intent to prompt user to grant the role
 
 This value will never be null . |||","roleName String : the name of requested role
This value must never be null . |||",29
"<android.app.slice.Slice.Builder: Slice.Builder addAction(PendingIntent,Slice,String)>",,,Add an action to the slice being constructed,Slice.Builder |||,"action PendingIntent : This value must never be null . |||
s Slice : This value must never be null . |||
subType String : Optional template-specific type information
This value may be null .
Value is Slice.SUBTYPE_COLOR  Slice.SUBTYPE_CONTENT_DESCRIPTION  Slice.SUBTYPE_MAX  Slice.SUBTYPE_MESSAGE  Slice.SUBTYPE_PRIORITY  Slice.SUBTYPE_RANGE  Slice.SUBTYPE_SOURCE  Slice.SUBTYPE_TOGGLE  Slice.SUBTYPE_VALUE or Slice.SUBTYPE_LAYOUT_DIRECTION |||",28
<android.app.slice.Slice.Builder: Slice.Builder addHints(List)>,,,Add hints to the Slice being constructed,Slice.Builder |||,hints List : Value is Slice.HINT_TITLE  Slice.HINT_LIST  Slice.HINT_LIST_ITEM  Slice.HINT_LARGE  Slice.HINT_ACTIONS  Slice.HINT_SELECTED  Slice.HINT_NO_TINT  Slice.HINT_SHORTCUT android.app.slice.Slice.HINT_TOGGLE Slice.HINT_HORIZONTAL  Slice.HINT_PARTIAL  Slice.HINT_SEE_MORE  Slice.HINT_KEYWORDS  Slice.HINT_ERROR  Slice.HINT_TTL  Slice.HINT_LAST_UPDATED or Slice.HINT_PERMISSION_REQUEST |||,28
"<android.app.slice.Slice.Builder: Slice.Builder addInt(int,String,List)>",,,Add an integer to the slice being constructed,Slice.Builder |||,"value int |||
subType String : Optional template-specific type information
This value may be null .
Value is Slice.SUBTYPE_COLOR  Slice.SUBTYPE_CONTENT_DESCRIPTION  Slice.SUBTYPE_MAX  Slice.SUBTYPE_MESSAGE  Slice.SUBTYPE_PRIORITY  Slice.SUBTYPE_RANGE  Slice.SUBTYPE_SOURCE  Slice.SUBTYPE_TOGGLE  Slice.SUBTYPE_VALUE or Slice.SUBTYPE_LAYOUT_DIRECTION |||
hints List : Value is Slice.HINT_TITLE  Slice.HINT_LIST  Slice.HINT_LIST_ITEM  Slice.HINT_LARGE  Slice.HINT_ACTIONS  Slice.HINT_SELECTED  Slice.HINT_NO_TINT  Slice.HINT_SHORTCUT android.app.slice.Slice.HINT_TOGGLE Slice.HINT_HORIZONTAL  Slice.HINT_PARTIAL  Slice.HINT_SEE_MORE  Slice.HINT_KEYWORDS  Slice.HINT_ERROR  Slice.HINT_TTL  Slice.HINT_LAST_UPDATED or Slice.HINT_PERMISSION_REQUEST |||",28
