,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.graphics.HardwareRenderer.FrameRenderRequest: HardwareRenderer.FrameRenderRequest setVsyncTime(long)>,,,"Sets the vsync time that represents the start point of this frame. Typically this
 comes from Choreographer.FrameCallback . Other compatible time
 sources include System#nanoTime() however if the result is being displayed
 on-screen then using Choreographer is strongly recommended to
 ensure smooth animations. If the clock source is not from a CLOCK_MONOTONIC source then any animations driven
 directly by RenderThread will not be synchronized properly with the current frame.","HardwareRenderer.FrameRenderRequest this instance
 
 This value will never be null . |||","vsyncTime long : The vsync timestamp for this frame. The timestamp is in nanoseconds
and should come from a CLOCK_MONOTONIC source. |||",29.0
<android.telephony.SubscriptionInfo: int getCardId()>,,,Returns the card ID of the SIM card which contains the subscription (see UiccCardInfo#getCardId() .,int the cardId |||,,29.0
"<android.os.StrictMode.ThreadPolicy.Builder: StrictMode.ThreadPolicy.Builder penaltyListener(Executor,StrictMode.OnThreadViolationListener)>",,,"Call # OnThreadViolationListener#onThreadViolation(Violation) on specified
 executor every violation.",StrictMode.ThreadPolicy.Builder This value will never be null . |||,"executor Executor : This value must never be null . |||
listener StrictMode.OnThreadViolationListener : This value must never be null . |||",28.0
"<android.telephony.CellIdentityTdscdma: void writeToParcel(Parcel,int)>",,,Implement the Parcelable interface,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
<android.widget.Switch: BlendMode getThumbTintBlendMode()>,,,Related XML Attributes: android:thumbTintMode,"BlendMode the blending mode used to apply the tint to the thumb
         drawable
 This value may be null . |||",,29.0
<android.graphics.RenderNode: RecordingCanvas beginRecording()>,,,"Same as beginRecording(int int) with the width & height set
 to the RenderNode's own width & height. The RenderNode's width & height may be set
 with setPosition(int int int int) .","RecordingCanvas A canvas to record drawing operations.
 This value will never be null . |||",,29.0
"<android.view.contentcapture.ContentCaptureCondition: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"parcel Parcel : This value must never be null . |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",29.0
<android.graphics.Paint: void setBlendMode(BlendMode)>,,,"Set or clear the blend mode. A blend mode defines how source pixels
 (generated by a drawing command) are composited with the destination pixels
 (content of the render target).",void,"blendmode BlendMode : May be null. The blend mode to be installed in the paint
This value may be null . |||",29.0
<android.view.textclassifier.TextClassifierEvent.TextSelectionEvent.Builder: TextClassifierEvent.TextSelectionEvent build()>,,,Builds and returns a TextSelectionEvent .,TextClassifierEvent.TextSelectionEvent This value will never be null . |||,,29.0
<android.widget.CompoundButton: BlendMode getButtonTintBlendMode()>,,,Related XML Attributes: android:buttonTintMode,"BlendMode the blending mode used to apply the tint to the button drawable
 This value may be null . |||",,29.0
<android.icu.text.Bidi: byte getParaLevel()>,,,Get the paragraph level of the text.,"byte The paragraph level. If there are multiple paragraphs their
         level may vary if the required paraLevel is LEVEL_DEFAULT_LTR or
         LEVEL_DEFAULT_RTL.  In that case the level of the first paragraph
         is returned. |||",,29.0
<android.content.pm.CrossProfileApps: Drawable getProfileSwitchingIconDrawable(UserHandle)>,,,"Return a drawable that calling app can show to user for the semantic of profile switching --
 launching its own activity in specified user profile. For example it may return a briefcase
 icon if the given user handle is the managed profile one.","Drawable an icon that calling app can show user for the semantic of launching its own
         activity in specified user profile.

 This value will never be null . |||","userHandle UserHandle : The UserHandle of the target profile must be one of the users returned by getTargetUserProfiles() otherwise a SecurityException will
be thrown.
This value must never be null . |||",28.0
"<android.app.Activity: void onPerformDirectAction(String,Bundle,CancellationSignal,Consumer)>",,,"This is called to perform an action previously defined by the app.
 Apps also have access to getVoiceInteractor() to follow up on the action.",void,"actionId String : The ID for the action you previously reported via onGetDirectActions(android.os.CancellationSignal java.util.function.Consumer) .
This value must never be null . |||
arguments Bundle : Any additional arguments provided by the caller that are
specific to the given action.
This value must never be null . |||
cancellationSignal CancellationSignal : A signal to cancel the operation in progress.
This value must never be null . |||
resultListener Consumer : The callback to provide the result back to the caller.
You can call this on any thread. The result bundle is action specific.
This value must never be null . |||",29.0
<android.icu.text.Edits.Iterator: int destinationIndexFromSourceIndex(int)>,,,"Computes the destination index corresponding to the given source index.
 If the source index is inside a change edit (not at its start)
 then the destination index at the end of that edit is returned
 since there is no information about index mapping inside a change edit. (This means that indexes to the start and middle of an edit
 for example around a grapheme cluster are mapped to indexes
 encompassing the entire edit.
 The alternative mapping an interior index to the start
 would map such an interval to an empty one.) This operation will usually but not always modify this object.
 The iterator state after this search is undefined.",int destination index; undefined if i is not 0..string length |||,i int : source index |||,29.0
<android.view.MotionEvent: float getRawX(int)>,,,"Returns the original raw X coordinate of this event.  For touch
 events on the screen this is the original location of the event
 on the screen before it had been adjusted for the containing window
 and views.",float |||,"pointerIndex int : Raw index of pointer to retrieve.  Value may be from 0
(the first pointer that is down) to getPointerCount() -1. |||",29.0
<android.graphics.text.LineBreaker.Result: int getLineCount()>,,,Returns the number of lines in the paragraph.,"int number of lines
 
 Value is 0 or greater |||",,29.0
"<android.graphics.text.LineBreaker.ParagraphConstraints: void setIndent(float,int)>",,,Set indent for this paragraph.,void,"firstWidth float : the line width of the starting of the paragraph
This units of this value are pixels.
Value is 0.0f or greater |||
firstWidthLineCount int : the number of lines that applies the firstWidth
This units of this value are pixels.
Value is 0 or greater |||",29.0
"<android.media.audiofx.DynamicsProcessing: void setMbcByChannelIndex(int,DynamicsProcessing.Mbc)>",,,,void,"channelIndex int |||
mbc DynamicsProcessing.Mbc |||",28.0
